,,,,duracao_vitimacao,,,,,,,relacao_vitimima_com_agressor,,,,,,idade_vitima,,,,,,,,idade_agressor,,,,,,,sexo_vitima,,sexo_agressor,,estado_civil_vitima,,,,,,estado_civil_agressor,,,,,,tipo_familia_vitima,,,,,,,atividade_economica_agressor,,,,,,
2014,Vila Nova de Poiares,17,17,1,1,3,1,2,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,15,2,2,15,6,1,1,4,2,1,7,1,1,2,2,0,1,1,2,8,1,1,0,3,6,0,1,0,0,0
2014,Alvaiázere,28,28,1,2,5,2,3,1,0,9,4,3,3,2,6,2,1,2,3,4,3,2,3,0,1,2,4,3,2,1,24,4,4,24,10,2,2,6,3,1,11,2,2,3,4,0,2,2,4,12,2,2,0,5,10,0,2,0,0,0
2014,Ansião,15,15,1,1,3,1,1,1,0,5,2,2,1,1,3,1,1,1,2,2,2,1,1,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,0,6,1,1,1,2,0,1,1,2,6,1,1,0,3,5,0,1,0,0,0
2014,Batalha,30,30,1,2,6,2,3,1,0,10,5,3,3,3,6,2,2,2,4,5,3,2,3,0,1,3,4,3,2,1,26,4,4,26,11,3,2,6,4,1,12,2,2,3,4,0,2,2,4,13,2,2,0,5,10,0,2,0,0,0
2014,Castanheira de Pêra,26,26,1,2,5,2,3,1,0,9,4,3,3,2,6,2,1,2,3,4,3,2,2,0,1,2,4,3,2,1,23,4,3,23,9,2,2,6,3,1,11,2,2,3,4,0,2,2,3,11,2,2,0,5,9,0,2,0,0,0
2014,Figueiró dos Vinhos,21,21,1,2,4,2,2,1,0,7,3,2,2,2,4,1,1,1,3,3,2,1,2,0,1,2,3,2,1,1,18,3,3,18,8,2,1,5,3,1,9,2,1,2,3,0,2,1,3,9,1,2,0,4,7,0,2,0,0,0
2014,Leiria,13,13,1,1,3,1,1,1,0,4,2,1,1,1,3,1,1,1,2,2,1,1,1,0,0,1,2,1,1,1,12,2,2,12,5,1,1,3,2,0,5,1,1,1,2,0,1,1,2,6,1,1,0,2,5,0,1,0,0,0
2014,Marinha Grande,5,5,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,1,1,4,2,0,0,1,1,0,2,0,0,0,1,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0
2014,Pedrógão Grande,19,19,1,2,4,1,2,1,0,6,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,16,3,2,16,7,2,1,4,2,1,8,1,1,2,3,0,1,1,3,8,1,1,0,3,7,0,1,0,0,0
2014,Pombal,32,32,1,3,6,2,3,1,0,11,5,4,3,3,7,2,2,2,4,5,4,2,3,0,1,3,5,4,2,2,28,4,4,28,11,3,2,7,4,1,13,2,2,3,5,0,2,2,4,14,2,2,0,6,11,0,2,0,0,0
2014,Porto de Mós,21,21,1,2,4,2,2,1,0,7,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,18,3,3,18,7,2,1,5,3,1,9,2,1,2,3,0,2,1,3,9,1,2,0,4,7,0,2,0,0,0
2014,Aguiar da Beira,32,32,1,3,6,2,3,1,0,11,5,3,3,3,7,2,2,2,4,5,3,2,3,0,1,3,5,3,2,2,27,4,4,27,11,3,2,7,4,1,13,2,2,3,4,0,2,2,4,14,2,2,0,6,11,0,2,0,0,0
2014,Carregal do Sal,12,12,1,1,2,1,1,1,0,4,2,1,1,1,3,1,1,1,1,2,1,1,1,0,0,1,2,1,1,1,10,2,2,10,4,1,1,3,1,0,5,1,1,1,2,0,1,1,2,5,1,1,0,2,4,0,1,0,0,0
2014,Castro Daire,40,40,2,3,8,3,4,2,0,13,7,4,4,3,9,3,2,3,5,6,4,2,4,0,1,4,6,4,2,2,35,6,5,35,14,3,2,9,5,1,16,3,3,4,6,0,3,3,5,18,2,3,0,7,14,1,3,0,0,1
2014,Mangualde,29,29,1,2,6,2,3,1,0,10,5,3,3,2,6,2,1,2,3,5,3,2,3,0,1,2,4,3,2,1,25,4,4,25,10,2,2,6,3,1,12,2,2,3,4,0,2,2,4,12,2,2,0,5,10,0,2,0,0,0
2014,Nelas,18,18,1,1,3,1,2,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,15,2,2,15,6,2,1,4,2,1,7,1,1,2,3,0,1,1,2,8,1,1,0,3,6,0,1,0,0,0
2014,Oliveira de Frades,31,31,1,3,6,2,3,1,0,10,5,3,3,3,7,2,2,2,4,5,3,2,3,0,1,3,5,3,2,2,27,4,4,27,11,3,2,7,4,1,13,2,2,3,4,0,2,2,4,14,2,2,0,6,11,0,2,0,0,0
2014,Penalva do Castelo,10,10,0,1,2,1,1,0,0,3,2,1,1,1,2,1,1,1,1,2,1,1,1,0,0,1,1,1,1,0,9,1,1,9,4,1,1,2,1,0,4,1,1,1,1,0,1,1,1,4,1,1,0,2,3,0,1,0,0,0
2014,Santa Comba Dão,33,33,2,3,6,3,3,1,0,11,5,4,3,3,7,2,2,2,4,5,4,2,3,0,1,3,5,4,2,2,29,5,4,29,12,3,2,7,4,1,14,2,2,3,5,0,2,2,4,15,2,2,0,6,12,0,2,0,0,0
2014,São Pedro do Sul,40,40,2,3,8,3,4,2,0,13,6,4,4,3,9,3,2,3,5,6,4,2,4,0,1,4,6,4,2,2,35,6,5,35,14,3,2,9,5,1,16,3,3,4,6,0,3,3,5,18,2,3,0,7,14,1,3,0,0,1
2014,Sátão,25,25,1,2,5,2,2,1,0,8,4,3,3,2,5,2,1,2,3,4,3,1,2,0,1,2,4,3,1,1,22,3,3,22,9,2,1,5,3,1,10,2,2,3,4,0,2,2,3,11,2,2,0,5,9,0,2,0,0,0
2014,Tondela,18,18,1,1,3,1,2,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,15,2,2,15,6,2,1,4,2,1,7,1,1,2,2,0,1,1,2,8,1,1,0,3,6,0,1,0,0,0
2014,Vila Nova de Paiva,23,23,1,2,4,2,2,1,0,8,4,3,2,2,5,1,1,1,3,4,2,1,2,0,1,2,3,3,1,1,20,3,3,20,8,2,1,5,3,1,9,2,1,2,3,0,2,2,3,10,1,2,0,4,8,0,2,0,0,0
2014,Viseu,23,23,1,2,4,2,2,1,0,8,4,3,2,2,5,1,1,1,3,4,2,1,2,0,1,2,3,3,1,1,20,3,3,20,8,2,1,5,3,1,9,2,1,2,3,0,2,2,3,10,1,2,0,4,8,0,2,0,0,0
2014,Vouzela,19,19,1,2,4,1,2,1,0,6,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,16,3,2,16,7,2,1,4,2,1,8,1,1,2,3,0,1,1,3,8,1,1,0,3,7,0,1,0,0,0
2014,Castelo Branco,32,32,1,3,6,2,3,1,0,10,5,3,3,3,7,2,2,2,4,5,3,2,3,0,1,3,5,3,2,2,27,4,4,27,11,3,2,7,4,1,13,2,2,3,4,0,2,2,4,14,2,2,0,6,11,0,2,0,0,0
2014,Idanha-a-Nova,25,25,1,2,5,2,2,1,0,8,4,3,3,2,5,2,1,2,3,4,3,2,2,0,1,2,4,3,1,1,22,3,3,22,9,2,1,5,3,1,10,2,2,3,4,0,2,2,3,11,2,2,0,5,9,0,2,0,0,0
2014,Oleiros,31,31,1,3,6,2,3,1,0,10,5,3,3,3,7,2,2,2,4,5,3,2,3,0,1,3,5,3,2,2,27,4,4,27,11,3,2,7,4,1,13,2,2,3,4,0,2,2,4,14,2,2,0,6,11,0,2,0,0,0
2014,Penamacor,19,19,1,2,4,1,2,1,0,6,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,16,3,2,16,7,2,1,4,2,1,8,1,1,2,3,0,1,1,3,8,1,1,0,3,7,0,1,0,0,0
2014,Proença-a-Nova,8,8,0,1,2,1,1,0,0,3,1,1,1,1,2,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,7,1,1,7,3,1,0,2,1,0,3,1,1,1,1,0,1,1,1,4,0,1,0,1,3,0,1,0,0,0
2014,Vila Velha de Ródão,6,6,0,0,1,0,1,0,0,2,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,5,1,1,5,2,1,0,1,1,0,2,0,0,1,1,0,0,0,1,3,0,0,0,1,2,0,0,0,0,0
2014,Abrantes,36,36,2,3,7,3,3,2,0,12,6,4,4,3,8,2,2,2,4,6,4,2,3,0,1,3,5,4,2,2,31,5,5,31,13,3,2,8,4,1,14,3,2,4,5,0,3,2,5,16,2,3,0,6,12,0,3,0,0,0
2014,Alcanena,31,31,1,3,6,2,3,1,0,10,5,3,3,3,7,2,2,2,4,5,3,2,3,0,1,3,5,3,2,2,27,4,4,27,11,3,2,7,4,1,13,2,2,3,4,0,2,2,4,14,2,2,0,6,11,0,2,0,0,0
2014,Constância,13,13,1,1,3,1,1,1,0,4,2,1,1,1,3,1,1,1,2,2,1,1,1,0,0,1,2,1,1,1,11,2,2,11,5,1,1,3,2,0,5,1,1,1,2,0,1,1,2,6,1,1,0,2,5,0,1,0,0,0
2014,Entroncamento,27,27,1,2,5,2,3,1,0,9,4,3,3,2,6,2,1,2,3,4,3,2,3,0,1,2,4,3,2,1,23,4,3,23,10,2,2,6,3,1,11,2,2,3,4,0,2,2,4,12,2,2,0,5,9,0,2,0,0,0
2014,Ferreira do Zêzere,13,13,1,1,3,1,1,1,0,4,2,1,1,1,3,1,1,1,2,2,1,1,1,0,0,1,2,1,1,1,11,2,2,11,5,1,1,3,2,0,5,1,1,1,2,0,1,1,2,6,1,1,0,2,5,0,1,0,0,0
2014,Mação,34,34,2,3,7,3,3,2,0,11,6,4,3,3,7,2,2,2,4,5,4,2,3,0,1,3,5,4,2,2,29,5,4,29,12,3,2,7,4,1,14,3,2,3,5,0,2,2,5,15,2,2,0,6,12,0,3,0,0,0
2014,Ourém,19,19,1,2,4,1,2,1,0,6,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,17,3,2,17,7,2,1,4,2,1,8,1,1,2,3,0,1,1,3,8,1,1,0,4,7,0,1,0,0,0
2014,Sardoal,42,42,2,3,8,3,4,2,0,14,7,5,4,4,9,3,2,3,5,7,5,2,4,0,2,4,6,5,2,2,36,6,5,36,15,4,2,9,5,1,17,3,3,4,6,0,3,3,6,18,3,3,0,8,15,1,3,0,0,1
2014,Sertã,27,27,1,2,5,2,3,1,0,9,4,3,3,2,6,2,1,2,3,4,3,2,3,0,1,2,4,3,2,1,23,4,3,23,10,2,2,6,3,1,11,2,2,3,4,0,2,2,4,12,2,2,0,5,9,0,2,0,0,0
2014,Tomar,25,25,1,2,5,2,2,1,0,8,4,3,3,2,5,2,1,2,3,4,3,1,2,0,1,2,4,3,1,1,22,3,3,22,9,2,1,5,3,1,10,2,2,3,4,0,2,2,3,11,2,2,0,5,9,0,2,0,0,0
2014,Torres Novas,45,45,2,4,9,3,4,2,0,15,7,5,5,4,9,3,2,3,5,7,5,3,4,0,2,4,7,5,3,2,38,6,6,38,16,4,3,10,5,2,18,3,3,5,6,0,3,3,6,19,3,3,0,8,15,1,3,0,0,1
2014,Vila de Rei,17,17,1,1,3,1,2,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,15,2,2,15,6,1,1,4,2,1,7,1,1,2,2,0,1,1,2,8,1,1,0,3,6,0,1,0,0,0
2014,Vila Nova da Barquinha,12,12,1,1,2,1,1,1,0,4,2,1,1,1,2,1,1,1,1,2,1,1,1,0,0,1,2,1,1,1,10,2,1,10,4,1,1,3,1,0,5,1,1,1,2,0,1,1,2,5,1,1,0,2,4,0,1,0,0,0
2014,Almeida,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Belmonte,14,14,1,1,3,1,1,1,0,5,2,2,1,1,3,1,1,1,2,2,1,1,1,0,0,1,2,2,1,1,12,2,2,12,5,1,1,3,2,0,6,1,1,1,2,0,1,1,2,6,1,1,0,2,5,0,1,0,0,0
2014,Celorico da Beira,24,24,1,2,5,2,2,1,0,8,4,3,2,2,5,1,1,2,3,4,3,1,2,0,1,2,3,3,1,1,20,3,3,20,8,2,1,5,3,1,10,2,1,2,3,0,2,2,3,10,1,2,0,4,8,0,2,0,0,0
2014,Covilhã,34,34,2,3,7,3,3,2,0,11,6,4,3,3,7,2,2,2,4,5,4,2,3,0,1,3,5,4,2,2,29,5,4,29,12,3,2,7,4,1,14,3,2,3,5,0,2,2,5,15,2,2,0,6,12,0,3,0,0,0
2014,Figueira de Castelo Rodrigo,32,32,1,3,6,2,3,1,0,11,5,4,3,3,7,2,2,2,4,5,3,2,3,0,1,3,5,4,2,2,27,4,4,27,11,3,2,7,4,1,13,2,2,3,5,0,2,2,4,14,2,2,0,6,11,0,2,0,0,0
2014,Fornos de Algodres,24,24,1,2,5,2,2,1,0,8,4,3,2,2,5,2,1,2,3,4,3,1,2,0,1,2,4,3,1,1,21,3,3,21,9,2,1,5,3,1,10,2,2,2,3,0,2,2,3,11,1,2,0,4,8,0,2,0,0,0
2014,Fundão,21,21,1,2,4,2,2,1,0,7,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,18,3,3,18,7,2,1,4,3,1,8,2,1,2,3,0,1,1,3,9,1,1,0,4,7,0,2,0,0,0
2014,Gouveia,12,12,1,1,2,1,1,1,0,4,2,1,1,1,2,1,1,1,1,2,1,1,1,0,0,1,2,1,1,1,10,2,1,10,4,1,1,2,1,0,5,1,1,1,2,0,1,1,2,5,1,1,0,2,4,0,1,0,0,0
2014,Guarda,23,23,1,2,4,2,2,1,0,8,4,3,2,2,5,1,1,1,3,4,2,1,2,0,1,2,3,3,1,1,20,3,3,20,8,2,1,5,3,1,9,2,1,2,3,0,2,2,3,10,1,2,0,4,8,0,2,0,0,0
2014,Manteigas,10,10,0,1,2,1,1,0,0,3,2,1,1,1,2,1,1,1,1,2,1,1,1,0,0,1,1,1,1,0,9,1,1,9,4,1,1,2,1,0,4,1,1,1,1,0,1,1,1,4,1,1,0,2,3,0,1,0,0,0
2014,Mêda,14,14,1,1,3,1,1,1,0,5,2,2,1,1,3,1,1,1,2,2,2,1,1,0,1,1,2,2,1,1,12,2,2,12,5,1,1,3,2,0,6,1,1,1,2,0,1,1,2,6,1,1,0,3,5,0,1,0,0,0
2014,Pinhel,16,16,1,1,3,1,2,1,0,5,3,2,2,1,3,1,1,1,2,3,2,1,1,0,1,1,2,2,1,1,14,2,2,14,6,1,1,3,2,1,6,1,1,2,2,0,1,1,2,7,1,1,0,3,5,0,1,0,0,0
2014,Sabugal,36,36,2,3,7,3,4,2,0,12,6,4,4,3,8,2,2,2,4,6,4,2,3,0,1,3,5,4,2,2,31,5,5,31,13,3,2,8,4,1,15,3,2,4,5,0,3,2,5,16,2,3,0,7,13,0,3,0,0,0
2014,Seia,21,21,1,2,4,2,2,1,0,7,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,18,3,3,18,7,2,1,4,3,1,8,2,1,2,3,0,1,1,3,9,1,1,0,4,7,0,2,0,0,0
2014,Trancoso,15,15,1,1,3,1,1,1,0,5,2,2,2,1,3,1,1,1,2,2,2,1,1,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,1,6,1,1,2,2,0,1,1,2,7,1,1,0,3,5,0,1,0,0,0
2014,Alcochete,14,14,1,1,3,1,1,1,0,5,2,2,1,1,3,1,1,1,2,2,2,1,1,0,1,1,2,2,1,1,12,2,2,12,5,1,1,3,2,0,6,1,1,1,2,0,1,1,2,6,1,1,0,3,5,0,1,0,0,0
2014,Almada,27,27,1,2,5,2,3,1,0,9,4,3,3,2,6,2,1,2,3,4,3,2,2,0,1,2,4,3,2,1,23,4,3,23,10,2,2,6,3,1,11,2,2,3,4,0,2,2,4,12,2,2,0,5,9,0,2,0,0,0
2014,Amadora,24,24,1,2,5,2,2,1,0,8,4,3,2,2,5,2,1,2,3,4,3,1,2,0,1,2,4,3,1,1,21,3,3,21,9,2,1,5,3,1,10,2,2,2,3,0,2,2,3,11,1,2,0,4,8,0,2,0,0,0
2014,Barreiro,22,22,1,2,4,2,2,1,0,7,4,2,2,2,5,1,1,1,3,4,2,1,2,0,1,2,3,2,1,1,19,3,3,19,8,2,1,5,3,1,9,2,1,2,3,0,2,2,3,10,1,2,0,4,8,0,2,0,0,0
2014,Cascais,38,38,2,3,7,3,4,2,0,13,6,4,4,3,8,2,2,2,5,6,4,2,4,0,1,3,6,4,2,2,33,5,5,33,14,3,2,8,5,1,16,3,2,4,5,0,3,3,5,17,2,3,0,7,13,0,3,0,0,0
2014,Lisboa,20,20,1,2,4,2,2,1,0,7,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,17,3,3,17,7,2,1,4,2,1,8,1,1,2,3,0,1,1,3,9,1,1,0,4,7,0,1,0,0,0
2014,Loures,24,24,1,2,5,2,2,1,0,8,4,3,2,2,5,1,1,2,3,4,3,1,2,0,1,2,3,3,1,1,20,3,3,20,8,2,1,5,3,1,10,2,1,2,3,0,2,2,3,10,1,2,0,4,8,0,2,0,0,0
2014,Mafra,26,26,1,2,5,2,3,1,0,9,4,3,3,2,5,2,1,2,3,4,3,2,2,0,1,2,4,3,2,1,22,4,3,22,9,2,1,6,3,1,11,2,2,3,4,0,2,2,3,11,2,2,0,5,9,0,2,0,0,0
2014,Moita,20,20,1,2,4,2,2,1,0,7,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,17,3,3,17,7,2,1,4,2,1,8,1,1,2,3,0,1,1,3,9,1,1,0,4,7,0,1,0,0,0
2014,Montijo,8,8,0,1,2,1,1,0,0,3,1,1,1,1,2,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,7,1,1,7,3,1,0,2,1,0,3,1,1,1,1,0,1,1,1,4,1,1,0,2,3,0,1,0,0,0
2014,Odivelas,4,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0
2014,Oeiras,19,19,1,2,4,1,2,1,0,6,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,16,3,2,16,7,2,1,4,2,1,8,1,1,2,3,0,1,1,2,8,1,1,0,3,6,0,1,0,0,0
2014,Palmela,18,18,1,1,3,1,2,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,15,2,2,15,6,2,1,4,2,1,7,1,1,2,3,0,1,1,2,8,1,1,0,3,6,0,1,0,0,0
2014,Seixal,15,15,1,1,3,1,1,1,0,5,2,2,2,1,3,1,1,1,2,2,2,1,1,0,1,1,2,2,1,1,13,2,2,13,5,1,1,3,2,1,6,1,1,2,2,0,1,1,2,6,1,1,0,3,5,0,1,0,0,0
2014,Sesimbra,27,27,1,2,5,2,3,1,0,9,4,3,3,2,6,2,1,2,3,4,3,2,2,0,1,2,4,3,2,1,23,4,3,23,10,2,2,6,3,1,11,2,2,3,4,0,2,2,4,12,2,2,0,5,9,0,2,0,0,0
2014,Setúbal,31,31,1,3,6,2,3,1,0,10,5,3,3,3,7,2,2,2,4,5,3,2,3,0,1,3,5,3,2,2,27,4,4,27,11,3,2,7,4,1,13,2,2,3,4,0,2,2,4,14,2,2,0,6,11,0,2,0,0,0
2014,Sintra,36,36,2,3,7,3,3,2,0,12,6,4,4,3,8,2,2,2,4,6,4,2,3,0,1,3,5,4,2,2,31,5,5,31,13,3,2,8,4,1,15,3,2,4,5,0,3,2,5,16,2,3,0,7,12,0,3,0,0,0
2014,Vila Franca de Xira,34,34,2,3,7,3,3,1,0,11,5,4,3,3,7,2,2,2,4,5,4,2,3,0,1,3,5,4,2,2,29,5,4,29,12,3,2,7,4,1,14,3,2,3,5,0,2,2,4,15,2,2,0,6,12,0,3,0,0,0
2014,Alcácer do Sal,45,45,2,4,9,3,4,2,0,15,7,5,5,4,10,3,2,3,5,7,5,3,4,0,2,4,7,5,3,2,39,6,6,39,16,4,3,10,6,2,18,3,3,5,6,0,3,3,6,20,3,3,0,8,16,1,3,0,0,1
2014,Grândola,16,16,1,1,3,1,2,1,0,5,3,2,2,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,14,2,2,14,6,1,1,4,2,1,7,1,1,2,2,0,1,1,2,7,1,1,0,3,6,0,1,0,0,0
2014,Odemira,21,21,1,2,4,2,2,1,0,7,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,18,3,3,18,7,2,1,4,3,1,8,2,1,2,3,0,1,1,3,9,1,1,0,4,7,0,2,0,0,0
2014,Santiago do Cacém,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Sines,30,30,1,3,6,2,3,1,0,10,5,3,3,3,6,2,2,2,4,5,3,2,3,0,1,3,4,3,2,1,26,4,4,26,11,3,2,7,4,1,12,2,2,3,4,0,2,2,4,13,2,2,0,5,10,0,2,0,0,0
2014,Aljustrel,25,25,1,2,5,2,2,1,0,8,4,3,3,2,5,2,1,2,3,4,3,2,2,0,1,2,4,3,1,1,22,3,3,22,9,2,1,5,3,1,10,2,2,3,4,0,2,2,3,11,2,2,0,5,9,0,2,0,0,0
2014,Almodôvar,22,22,1,2,4,2,2,1,0,7,4,2,2,2,5,1,1,1,3,3,2,1,2,0,1,2,3,2,1,1,19,3,3,19,8,2,1,5,3,1,9,2,1,2,3,0,2,1,3,9,1,2,0,4,8,0,2,0,0,0
2014,Alvito,24,24,1,2,5,2,2,1,0,8,4,3,2,2,5,1,1,2,3,4,3,1,2,0,1,2,3,3,1,1,20,3,3,20,8,2,1,5,3,1,10,2,1,2,3,0,2,2,3,10,1,2,0,4,8,0,2,0,0,0
2014,Barrancos,24,24,1,2,5,2,2,1,0,8,4,3,2,2,5,2,1,2,3,4,3,1,2,0,1,2,4,3,1,1,21,3,3,21,9,2,1,5,3,1,10,2,2,2,3,0,2,2,3,11,1,2,0,4,8,0,2,0,0,0
2014,Beja,17,17,1,1,3,1,2,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,14,2,2,14,6,1,1,4,2,1,7,1,1,2,2,0,1,1,2,7,1,1,0,3,6,0,1,0,0,0
2014,Castro Verde,32,32,1,3,6,2,3,1,0,11,5,4,3,3,7,2,2,2,4,5,3,2,3,0,1,3,5,4,2,2,28,4,4,27,11,3,2,7,4,1,13,2,2,3,5,0,2,2,4,14,2,2,0,6,11,0,2,0,0,0
2014,Cuba,33,33,2,3,6,3,3,1,0,11,5,4,3,3,7,2,2,2,4,5,4,2,3,0,1,3,5,4,2,2,28,5,4,28,12,3,2,7,4,1,13,2,2,3,5,0,2,2,4,14,2,2,0,6,11,0,2,0,0,0
2014,Ferreira do Alentejo,19,19,1,2,4,1,2,1,0,6,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,16,3,2,16,7,2,1,4,2,1,8,1,1,2,3,0,1,1,2,8,1,1,0,3,6,0,1,0,0,0
2014,Mértola,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Moura,23,23,1,2,4,2,2,1,0,8,4,3,2,2,5,1,1,1,3,4,2,1,2,0,1,2,3,3,1,1,20,3,3,20,8,2,1,5,3,1,9,2,1,2,3,0,2,2,3,10,1,2,0,4,8,0,2,0,0,0
2014,Ourique,36,36,2,3,7,3,4,2,0,12,6,4,4,3,8,2,2,2,4,6,4,2,3,0,1,3,5,4,2,2,31,5,5,31,13,3,2,8,4,1,15,3,2,4,5,0,3,2,5,16,2,3,0,7,13,0,3,0,0,0
2014,Serpa,21,21,1,2,4,2,2,1,0,7,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,18,3,3,18,7,2,1,5,3,1,9,2,1,2,3,0,1,1,3,9,1,1,0,4,7,0,2,0,0,0
2014,Vidigueira,27,27,1,2,5,2,3,1,0,9,4,3,3,2,6,2,1,2,3,4,3,2,2,0,1,2,4,3,2,1,23,4,3,23,10,2,2,6,3,1,11,2,2,3,4,0,2,2,4,12,2,2,0,5,9,0,2,0,0,0
2014,Almeirim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Alpiarça,17,17,1,1,3,1,2,1,0,6,3,2,2,1,4,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,14,2,2,14,6,1,1,4,2,1,7,1,1,2,2,0,1,1,2,7,1,1,0,3,6,0,1,0,0,0
2014,Azambuja,21,21,1,2,4,2,2,1,0,7,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,18,3,3,18,7,2,1,5,3,1,9,2,1,2,3,0,1,1,3,9,1,1,0,4,7,0,2,0,0,0
2014,Benavente,19,19,1,2,4,1,2,1,0,6,3,2,2,2,4,1,1,1,2,3,2,1,2,0,1,2,3,2,1,1,16,3,2,16,7,2,1,4,2,1,8,1,1,2,3,0,1,1,2,8,1,1,0,3,6,0,1,0,0,0
2014,Cartaxo,11,11,0,1,2,1,1,0,0,4,2,1,1,1,2,1,1,1,1,2,1,1,1,0,0,1,2,1,1,1,9,1,1,9,4,1,1,2,1,0,4,1,1,1,1,0,1,1,1,5,1,1,0,2,4,0,1,0,0,0
2014,Chamusca,26,26,1,2,5,2,2,1,0,9,4,3,3,2,5,2,1,2,3,4,3,2,2,0,1,2,4,3,2,1,22,4,3,22,9,2,1,6,3,1,10,2,2,3,4,0,2,2,3,11,2,2,0,5,9,0,2,0,0,0
2014,Coruche,12,12,1,1,2,1,1,1,0,4,2,1,1,1,3,1,1,1,1,2,1,1,1,0,0,1,2,1,1,1,10,2,2,10,4,1,1,3,1,0,5,1,1,1,2,0,1,1,2,5,1,1,0,2,4,0,1,0,0,0
2014,Golegã,29,29,1,2,6,2,3,1,0,10,5,3,3,2,6,2,2,2,3,5,3,2,3,0,1,3,4,3,2,1,25,4,4,25,10,3,2,6,4,1,12,2,2,3,4,0,2,2,4,13,2,2,0,5,10,0,2,0,0,0
2014,Rio Maior,12,12,1,1,2,1,1,1,0,4,2,1,1,1,2,1,1,1,1,2,1,1,1,0,0,1,2,1,1,1,10,2,1,10,4,1,1,2,1,0,5,1,1,1,2,0,1,1,2,5,1,1,0,2,4,0,1,0,0,0
2014,Salvaterra de Magos,17,17,1,1,3,1,2,1,0,6,3,2,2,1,3,1,1,1,2,3,2,1,2,0,1,1,2,2,1,1,14,2,2,14,6,1,1,4,2,1,7,1,1,2,2,0,1,1,2,7,1,1,0,3,6,0,1,0,0,0
2014,Santarém,45,45,2,4,9,3,4,2,0,15,7,5,5,4,9,3,2,3,5,7,5,3,4,0,2,4,7,5,3,2,38,6,6,38,16,4,3,10,5,2,18,3,3,5,6,0,3,3,6,19,3,3,0,8,15,1,3,0,0,1
